"VOut4","xVOut4"
"4.98506498336792","1.0000000474974513"
"4.985040664672852","1.0000000474974513"
"4.985074043273926","1.0000000474974513"
"4.985004425048828","1.0000000474974513"
"4.985025882720947","1.0000000474974513"
"4.985077857971191","1.0000000474974513"
"4.985072135925293","1.0000000474974513"
"4.985139846801758","1.0000000474974513"
"4.985194683074951","1.0000000474974513"
"4.985209941864014","1.0000000474974513"
"4.985203742980957","1.0000000474974513"
"4.985114097595215","1.0000000474974513"
"4.984745025634766","1.0000000474974513"
"4.984447002410889","1.0000000474974513"
"4.984901428222656","1.0000000474974513"
"4.984925746917725","1.0000000474974513"
"4.984818935394287","1.0000001639127731"
"4.984845161437988","1.000000280328095"
"4.984851837158203","1.0000003967434168"
"4.984861373901367","1.000000862404704"
"4.9848833084106445","1.0000016773119569"
"4.984923839569092","1.0000033071264625"
"4.984933376312256","1.000003656372428"
"4.984944820404053","1.0000041220337152"
"4.984959602355957","1.0000047041103244"
"4.984983921051025","1.000005635432899"
"4.985032558441162","1.00000761449337"
"4.985128402709961","1.0000115726143122"
"4.985257148742676","1.000017044134438"
"4.985503196716309","1.000027870759368"
"4.9858317375183105","1.0000434704124928"
"4.986260414123535","1.0000651236623526"
"4.986832141876221","1.0000956244766712"
"4.987624168395996","1.0001391638070345"
"4.9888458251953125","1.000205404125154"
"4.99150276184082","1.000337884761393"
"4.993405818939209","1.0004236828535795"
"4.993521213531494","1.000428688712418"
"4.993550777435303","1.0004299692809582"
"4.99360990524292","1.0004325304180384"
"4.993653774261475","1.0004343930631876"
"4.993728160858154","1.000437536276877"
"4.993834972381592","1.00044219288975"
"4.990328788757324","1.0004453361034393"
"4.990318298339844","1.0004461510106921"
"4.990317344665527","1.000446267426014"
"4.990314960479736","1.0004465002566576"
"4.9903106689453125","1.000446849502623"
"4.990302085876465","1.000447547994554"
"4.9902849197387695","1.000448944978416"
"4.990261554718018","1.0004510404542089"
"4.990230083465576","1.0004539508372545"
"4.990189552307129","1.0004579089581966"
"4.9901347160339355","1.000463729724288"
"4.990039825439453","1.0004752548411489"
"4.989923477172852","1.0004929499700665"
"4.989802360534668","1.0005178628489375"
"4.989686012268066","1.000551856122911"
"4.989571571350098","1.0005990043282509"
"4.989439010620117","1.0006669908761978"
"4.9891839027404785","1.000787946395576"
"4.988630771636963","1.000972930341959"
"4.987168788909912","1.0012829443439841"
"4.983652591705322","1.0017668828368187"
"4.983622074127197","1.0017703752964735"
"4.983577728271484","1.001775381155312"
"4.9835333824157715","1.0017803870141506"
"4.9834885597229","1.0017853928729892"
"4.9834771156311035","1.0017866734415293"
"4.983453750610352","1.0017892345786095"
"4.983407497406006","1.0017944732680917"
"4.983341217041016","1.0018018074333668"
"4.983232498168945","1.001813798211515"
"4.983051300048828","1.0018337052315474"
"4.982798099517822","1.0018610628321767"
"4.982446193695068","1.0018983157351613"
"4.981944561004639","1.001950353384018"
"4.981552600860596","1.001990051008761"
"4.981542587280273","1.0019909823313355"
"4.981539249420166","1.001991331577301"
"4.981533050537109","1.001992030069232"
"4.98151969909668","1.001993310637772"
"4.98151159286499","1.0019941255450249"
"4.981494426727295","1.0019957553595304"
"4.981472492218018","1.0019979672506452"
"4.984979152679443","1.0019999463111162"
"4.9850239753723145","1.0020005283877254"
"4.985043048858643","1.0020014597103"
"4.9850640296936035","1.0020022746175528"
"4.985093593597412","1.002003438770771"
"4.985100746154785","1.0020037880167365"
"4.985114574432373","1.0020042536780238"
"4.985138416290283","1.0020051850005984"
"4.985178470611572","1.002006814815104"
"4.985248565673828","1.0020097251981497"
"4.9853129386901855","1.0020124027505517"
"4.985401153564453","1.0020161280408502"
"4.985570907592773","1.002023578621447"
"4.985803127288818","1.0020342888310552"
"4.986109256744385","1.002049189992249"
"4.986515045166016","1.002070028334856"
"4.987066268920898","1.002099714241922"
"4.987853527069092","1.0021430207416415"
"4.989469528198242","1.002229517325759"
"4.9930267333984375","1.002399600110948"
"4.993534088134766","1.0024219518527389"
"4.993649005889893","1.0024269577115774"
"4.993678569793701","1.0024282382801175"
"4.993737697601318","1.0024307994171977"
"4.9937872886657715","1.0024328948929906"
"4.993867874145508","1.0024363873526454"
"4.9903717041015625","1.0024412767961621"
"4.990357398986816","1.0024425573647022"
"4.990354537963867","1.0024427901953459"
"4.990350246429443","1.0024431394413114"
"4.9903411865234375","1.0024439543485641"
"4.990323543548584","1.002445467747748"
"4.990318298339844","1.0024459334090352"
"4.99030876159668","1.002446748316288"
"4.990293979644775","1.00244814530015"
"4.990268230438232","1.0024504736065865"
"4.990225791931152","1.0024546645581722"
"4.990170955657959","1.0024606017395854"
"4.990075588226318","1.00247235968709"
"4.989945411682129","1.0024927323684096"
"4.9898152351379395","1.0025209048762918"
"4.989691734313965","1.0025593219324946"
"4.989568710327148","1.0026124073192477"
"4.989415168762207","1.0026890086010098"
"4.989110946655273","1.0028197430074215"
"4.988450527191162","1.0030167177319527"
"4.98671817779541","1.0033502476289868"
"4.9835309982299805","1.003770623356104"
"4.983486652374268","1.0037756292149425"
"4.9834418296813965","1.003780635073781"
"4.983397006988525","1.0037856409326196"
"4.98338508605957","1.0037869215011597"
"4.983361721038818","1.0037895990535617"
"4.9833149909973145","1.003794721327722"
"4.983248233795166","1.0038020554929972"
"4.983138561248779","1.0038141626864672"
"4.982956409454346","1.0038339532911777"
"4.982700347900391","1.003861427307129"
"4.982344150543213","1.0038989130407572"
"4.981834411621094","1.0039514163509011"
"4.981450080871582","1.0039899498224258"
"4.98144006729126","1.0039909975603223"
"4.9814372062683105","1.0039913468062878"
"4.981430530548096","1.003991928882897"
"4.981417655944824","1.0039933258667588"
"4.981409072875977","1.0039941407740116"
"4.981391906738281","1.0039957705885172"
"4.981369495391846","1.003997982479632"
"4.98487663269043","1.003999961540103"
"4.984920978546143","1.004000543616712"
"4.984940528869629","1.0040014749392867"
"4.984961032867432","1.0040022898465395"
"4.98499059677124","1.0040034539997578"
"4.984997749328613","1.0040038032457232"
"4.985011577606201","1.0040042689070106"
"4.985034942626953","1.0040052002295852"
"4.9850754737854","1.0040068300440907"
"4.985145092010498","1.0040097404271364"
"4.9852094650268555","1.0040124179795384"
"4.985297203063965","1.004016143269837"
"4.985466957092285","1.0040235938504338"
"4.985698223114014","1.004034304060042"
"4.986003398895264","1.0040492052212358"
"4.98640775680542","1.0040700435638428"
"4.986957550048828","1.0040996130555868"
"4.987741947174072","1.0041429195553064"
"4.989353179931641","1.0042295325547457"
"4.992900848388672","1.0043996153399348"
"4.993407249450684","1.0044218506664038"
"4.9935221672058105","1.0044268565252423"
"4.993551731109619","1.0044281370937824"
"4.993610382080078","1.0044306982308626"
"4.993659973144531","1.0044329101219773"
"4.993740558624268","1.0044364025816321"
"4.990243911743164","1.004441175609827"
"4.990229606628418","1.0044424561783671"
"4.990226745605469","1.0044428054243326"
"4.990222454071045","1.004443154670298"
"4.990213394165039","1.004443853162229"
"4.990195274353027","1.0044454829767346"
"4.990190029144287","1.004445948638022"
"4.990180969238281","1.0044467635452747"
"4.990165710449219","1.0044480441138148"
"4.990139961242676","1.0044504888355732"
"4.990097522735596","1.004454679787159"
"4.990042209625244","1.0044605005532503"
"4.989946365356445","1.0044722585007548"
"4.989814758300781","1.0044927475973964"
"4.989683151245117","1.0045209201052785"
"4.989558219909668","1.0045592207461596"
"4.989432334899902","1.0046123061329126"
"4.989274978637695","1.0046890238299966"
"4.988964557647705","1.0048196418210864"
"4.988295078277588","1.0050166165456176"
"4.98652458190918","1.005353988148272"
"4.983367443084717","1.0057679610326886"
"4.983322620391846","1.0057729668915272"
"4.983277797698975","1.0057779727503657"
"4.983232498168945","1.0057829786092043"
"4.983221054077148","1.0057842591777444"
"4.9831976890563965","1.0057869367301464"
